央视(电信),#genre#
甘肃卫视,http://106.119.250.56:8888/udp/225.1.8.162:8188
甘肃卫视,http://27.189.127.214:4022/udp/225.1.8.162:8188
甘肃卫视,http://123.180.209.104:8888/udp/225.1.8.162:8188
厦门卫视,http://106.119.250.56:8888/udp/225.1.8.166:4120
厦门卫视,http://27.189.127.214:4022/udp/225.1.8.166:4120
厦门卫视,http://123.180.209.104:8888/udp/225.1.8.166:4120
兵团卫视,http://106.119.250.56:8888/udp/225.1.8.167:4120
兵团卫视,http://27.189.127.214:4022/udp/225.1.8.167:4120
兵团卫视,http://123.180.209.104:8888/udp/225.1.8.167:4120
山东教育卫视,http://106.119.250.56:8888/udp/225.1.8.190:4120
山东教育卫视,http://27.189.127.214:4022/udp/225.1.8.190:4120
山东教育卫视,http://123.180.209.104:8888/udp/225.1.8.190:4120
三沙卫视,http://106.119.250.56:8888/udp/225.1.8.78:4120
三沙卫视,http://27.189.127.214:4022/udp/225.1.8.78:4120
三沙卫视,http://123.180.209.104:8888/udp/225.1.8.78:4120
江西卫视,http://106.119.250.56:8888/udp/225.1.1.9:8164
江西卫视,http://27.189.127.214:4022/udp/225.1.1.9:8164
江西卫视,http://123.180.209.104:8888/udp/225.1.1.9:8164
其他(电信),#genre#
CETV1,http://106.119.250.56:8888/udp/225.1.8.32:8152
CETV1,http://27.189.127.214:4022/udp/225.1.8.32:8152
CETV1,http://123.180.209.104:8888/udp/225.1.8.32:8152
北京文艺,http://106.119.250.56:8888/udp/225.1.8.22:8002
北京文艺,http://27.189.127.214:4022/udp/225.1.8.22:8002
北京文艺,http://123.180.209.104:8888/udp/225.1.8.22:8002
北京科教,http://106.119.250.56:8888/udp/225.1.8.105:8002
北京科教,http://27.189.127.214:4022/udp/225.1.8.105:8002
北京科教,http://123.180.209.104:8888/udp/225.1.8.105:8002
北京影视,http://106.119.250.56:8888/udp/225.1.8.82:8000
北京影视,http://27.189.127.214:4022/udp/225.1.8.82:8000
北京影视,http://123.180.209.104:8888/udp/225.1.8.82:8000
北京财经,http://106.119.250.56:8888/udp/225.1.8.106:8002
北京财经,http://27.189.127.214:4022/udp/225.1.8.106:8002
北京财经,http://123.180.209.104:8888/udp/225.1.8.106:8002
北京冬奥纪实,http://106.119.250.56:8888/udp/225.1.8.23:8002
北京冬奥纪实,http://27.189.127.214:4022/udp/225.1.8.23:8002
北京冬奥纪实,http://123.180.209.104:8888/udp/225.1.8.23:8002
北京生活,http://106.119.250.56:8888/udp/225.1.8.108:8002
北京生活,http://27.189.127.214:4022/udp/225.1.8.108:8002
北京生活,http://123.180.209.104:8888/udp/225.1.8.108:8002
北京青年,http://106.119.250.56:8888/udp/225.1.8.118:8002
北京青年,http://27.189.127.214:4022/udp/225.1.8.118:8002
北京青年,http://123.180.209.104:8888/udp/225.1.8.118:8002
北京新闻,http://106.119.250.56:8888/udp/225.1.8.83:8000
北京新闻,http://27.189.127.214:4022/udp/225.1.8.83:8000
北京新闻,http://123.180.209.104:8888/udp/225.1.8.83:8000
北京卡酷少儿,http://106.119.250.56:8888/udp/225.1.8.35:8000
北京卡酷少儿,http://27.189.127.214:4022/udp/225.1.8.35:8000
北京卡酷少儿,http://123.180.209.104:8888/udp/225.1.8.35:8000
北京冬奥纪实 4K,http://106.119.250.56:8888/udp/225.1.8.120:8002
北京冬奥纪实 4K,http://27.189.127.214:4022/udp/225.1.8.120:8002
北京冬奥纪实 4K,http://123.180.209.104:8888/udp/225.1.8.120:8002
北京冬奥纪实 4K,http://106.119.250.56:8888/udp/225.1.8.164:8002
北京冬奥纪实 4K,http://27.189.127.214:4022/udp/225.1.8.164:8002
北京冬奥纪实 4K,http://123.180.209.104:8888/udp/225.1.8.164:8002
房山,http://106.119.250.56:8888/udp/225.1.8.68:8002
房山,http://27.189.127.214:4022/udp/225.1.8.68:8002
房山,http://123.180.209.104:8888/udp/225.1.8.68:8002
朝阳融媒,http://106.119.250.56:8888/udp/225.1.8.69:8002
朝阳融媒,http://27.189.127.214:4022/udp/225.1.8.69:8002
朝阳融媒,http://123.180.209.104:8888/udp/225.1.8.69:8002
密云,http://106.119.250.56:8888/udp/225.1.8.75:8002
密云,http://27.189.127.214:4022/udp/225.1.8.75:8002
密云,http://123.180.209.104:8888/udp/225.1.8.75:8002
金鹰纪实,http://106.119.250.56:8888/udp/225.1.8.31:8156
金鹰纪实,http://27.189.127.214:4022/udp/225.1.8.31:8156
金鹰纪实,http://123.180.209.104:8888/udp/225.1.8.31:8156
纪实人文,http://106.119.250.56:8888/udp/225.1.8.53:8060
纪实人文,http://27.189.127.214:4022/udp/225.1.8.53:8060
纪实人文,http://123.180.209.104:8888/udp/225.1.8.53:8060
快乐垂钓,http://106.119.250.56:8888/udp/225.1.8.71:8002
快乐垂钓,http://27.189.127.214:4022/udp/225.1.8.71:8002
快乐垂钓,http://123.180.209.104:8888/udp/225.1.8.71:8002
茶频道,http://106.119.250.56:8888/udp/225.1.8.72:8002
茶频道,http://27.189.127.214:4022/udp/225.1.8.72:8002
茶频道,http://123.180.209.104:8888/udp/225.1.8.72:8002
每日影院,http://106.119.250.56:8888/udp/225.1.8.97:8002
每日影院,http://27.189.127.214:4022/udp/225.1.8.97:8002
每日影院,http://123.180.209.104:8888/udp/225.1.8.97:8002
幸福剧场,http://106.119.250.56:8888/udp/225.1.8.98:8002
幸福剧场,http://27.189.127.214:4022/udp/225.1.8.98:8002
幸福剧场,http://123.180.209.104:8888/udp/225.1.8.98:8002
幸福娱乐,http://106.119.250.56:8888/udp/225.1.8.99:8002
